assets,profitable_assets,median_return_pct,median_cagr_pct,median_mdd_pct,median_profit_factor,median_sharpe,total_trades,total_liquidations,entry_n,exit_n,leverage,robust_train,total_return_pct,cagr_pct,mdd_pct,profit_factor,sharpe,win_rate_pct,trades,liquidations,final_equity_krw,symbol
10,9,1183.0428677266552,56.79841041998212,-67.49315963126841,1.395158683483202,1.1912132905347106,1376,0,130,40,1.0,True,314.60685816648277,27.71685443238978,-67.26551079157976,1.2232128136986804,0.7008707729384794,35.43307086614173,127,0,41460685.81664828,XRPUSDT
10,9,1183.0428677266552,56.79841041998212,-67.49315963126841,1.395158683483202,1.1912132905347106,1376,0,130,40,1.0,True,748.4081822263013,44.159886813928864,-66.37329892272992,1.2865695274153133,0.893346224060999,41.333333333333336,150,0,84840818.22263013,ADAUSDT
10,9,1183.0428677266552,56.79841041998212,-67.49315963126841,1.395158683483202,1.1912132905347106,1376,0,130,40,1.0,True,10215.507660205616,153.08680332161623,-70.17960412348641,1.6308136779406324,1.4175015984142745,40.5940594059406,101,0,1031550766.0205616,DOGEUSDT
10,9,1183.0428677266552,56.79841041998212,-67.49315963126841,1.395158683483202,1.1912132905347106,1376,0,130,40,1.0,True,465.6344630836699,38.505409706668516,-72.35907962718454,1.1710150045230772,0.8132476698950634,43.75,144,0,56563446.30836699,LINKUSDT
10,9,1183.0428677266552,56.79841041998212,-67.49315963126841,1.395158683483202,1.1912132905347106,1376,0,130,40,1.0,True,-54.77223400908837,-12.221783927227236,-77.01733892944527,0.865495077302512,0.054433122559985114,36.774193548387096,155,0,4522776.599091163,LTCUSDT
10,9,1183.0428677266552,56.79841041998212,-67.49315963126841,1.395158683483202,1.1912132905347106,1376,0,130,40,1.0,True,2564.3955734642404,117.67028532013875,-54.5882429347988,1.5981069228389042,1.3579294732695202,46.08695652173913,115,0,266439557.34642404,SOLUSDT
10,9,1183.0428677266552,56.79841041998212,-67.49315963126841,1.395158683483202,1.1912132905347106,1376,0,130,40,1.0,True,1243.9374242373392,87.31565002164126,-79.59454782968498,1.3535020701280127,1.1981838338985096,39.44954128440367,109,0,134393742.42373392,AVAXUSDT
10,9,1659.3016693611376,60.35743619072742,-68.75923842091248,1.46660853064146,1.0944077496467055,1270,0,130,50,1.0,True,894.7662567902993,43.89256838662661,-45.247816549961605,1.6201433017610787,1.076098560228086,38.513513513513516,148,0,99476625.67902993,BTCUSDT
10,9,1659.3016693611376,60.35743619072742,-68.75923842091248,1.46660853064146,1.0944077496467055,1270,0,130,50,1.0,True,1704.929887036808,58.13299626254851,-48.9522277755673,1.3765181965964874,1.112716939065325,38.775510204081634,147,0,180492988.7036808,ETHUSDT
10,9,1659.3016693611376,60.35743619072742,-68.75923842091248,1.46660853064146,1.0944077496467055,1270,0,130,50,1.0,True,8053.980061219565,104.36150549207093,-72.97024821728442,1.6753441480848186,1.3905578353209032,46.52777777777778,144,0,815398006.1219565,BNBUSDT
10,9,1659.3016693611376,60.35743619072742,-68.75923842091248,1.46660853064146,1.0944077496467055,1270,0,130,50,1.0,True,203.942398973866,21.074203962156002,-67.26551079157977,1.1344426362257596,0.620782531541366,34.166666666666664,120,0,30394239.8973866,XRPUSDT
10,9,1659.3016693611376,60.35743619072742,-68.75923842091248,1.46660853064146,1.0944077496467055,1270,0,130,50,1.0,True,1613.673451685467,62.58187611890633,-67.17360372090873,1.4432785664872068,1.0646648065979185,42.96296296296296,135,0,171367345.1685467,ADAUSDT
10,9,1659.3016693611376,60.35743619072742,-68.75923842091248,1.46660853064146,1.0944077496467055,1270,0,130,50,1.0,True,15522.268779180782,175.0244797486876,-70.25296605024518,1.6698141688395132,1.475731772923371,40.42553191489361,94,0,1562226877.9180784,DOGEUSDT
10,9,1659.3016693611376,60.35743619072742,-68.75923842091248,1.46660853064146,1.0944077496467055,1270,0,130,50,1.0,True,727.6244116629116,48.77859574071437,-74.05574981083848,1.2104951644192725,0.907522843535824,40.76923076923077,130,0,82762441.16629115,LINKUSDT
